,a,b
4238,The senator who had discussed a girl hadn't imagined that every legislature is arguing about each commentary,A senator who had discussed the girl hadn't imagined that every legislature is arguing about each commentary
4239,No senator hadn't imagined that the legislature who had discussed a girl is arguing about each commentary,No senator hadn't imagined that a legislature who had discussed the girl is arguing about each commentary
4240,The nephew that was praising some girlfriend will insist that every university appreciates a paralysis,A nephew that was praising some girlfriend will insist that every university appreciates the paralysis
4241,That nephew will insist that every university that was praising the girlfriend appreciates a paralysis,That nephew will insist that every university that was praising a girlfriend appreciates the paralysis
4242,The classmate who revealed every skateboard discovers that this guest can't care for a senator,A classmate who revealed every skateboard discovers that this guest can't care for the senator
4243,The classmate discovers that this guest that revealed a skateboard can't care for this senator,A classmate discovers that this guest that revealed the skateboard can't care for this senator
4244,The student that isn't exposing that ladder hadn't doubted that no waitress is descending a mountain,A student that isn't exposing that ladder hadn't doubted that no waitress is descending the mountain
4245,Each student hadn't doubted that no waitress that isn't exposing the ladder is descending a mountain,Each student hadn't doubted that no waitress that isn't exposing a ladder is descending the mountain
4246,The man that exits a museum isn't discovering that some grandmother had known this patient,A man that exits the museum isn't discovering that some grandmother had known this patient
4247,Each man isn't discovering that some grandmother that exits the museum had known a patient,Each man isn't discovering that some grandmother that exits a museum had known the patient
